"Screen_Tech","Star Rating Index","screensize (inch)"
"LCD",5.60575998,64.5259842519685
"LCD",5.633848114,74.54330708661418
"LCD",5.63476125,64.4996062992126
"LCD",5.652614374,81.58149606299213
"LCD",5.659177176,69.50314960629922
"LCD",5.660674595,49.49803149606299
"LCD",5.667604565,41.598031496062994
"LCD",5.673122717,54.63897637795275
"LCD",5.683506517,64.5259842519685
"LCD",5.728546294,64.5259842519685
"LCD",5.796966251,64.5259842519685
"LCD",5.823110871,74.54330708661418
"LCD",5.885695095,64.4996062992126
"LCD",5.890292548,31.536614173228344
"LCD",5.908618544,39.5007874015748
"LCD",5.908876685,39.4748031496063
"LCD",5.939024818,42.46574803149606
"LCD",5.940046232,54.63897637795275
"LCD",5.952001359,54.85511811023622
"LCD",5.95689454,74.54330708661418
"LCD",6.002391582,74.54330708661418
"LCD",6.004257528,97.51771653543307
"LCD",6.007730994,31.511023622047244
"LCD",6.00872628,64.5259842519685
"LCD",6.01010315,23.53307086614173
"LCD",6.012924571,64.44173228346456
"LCD",6.014805925,23.55275590551181
"LCD",6.021677271,54.63897637795275
"LCD",6.022503316,39.49015748031496
"LCD",6.025786529,39.5007874015748
"LCD",6.03164379,69.50590551181102
"LCD",6.033938116,54.48858267716536
"LCD",6.033987822,64.51889763779526
"LCD",6.036977361,49.463779527559055
"LCD",6.047894906,39.45551181102362
"LCD",6.048037379,42.50236220472441
"LCD",6.048355268,74.54330708661418
"LCD",6.049614689,42.51102362204724
"LCD",6.053647575,39.502362204724406
"LCD",6.056850654,49.463779527559055
"LCD",6.062451515,49.4988188976378
"LCD",6.068349671,85.60039370078741
"LCD",6.08225647,39.49015748031496
"LCD",6.085122728,60.10944881889763
"LCD",6.090373501,74.49566929133857
"LCD",6.106931922,84.56023622047243
"LCD",6.11091976,39.609055118110234
"LCD",6.11492625,69.50078740157481
"LCD",6.138517933,54.63897637795275
"LCD",6.138546026,31.512992125984255
"LCD",6.142473468,60.10354330708662
"LCD",6.14388682,23.53307086614173
"LCD",6.148719853,43.096456692913385
"LCD",6.152760171,64.2251968503937
"LCD",6.156774136,64.51889763779526
"LCD",6.161267101,49.49803149606299
"LCD",6.179725794,31.888582677165353
"LCD",6.181006668,84.56023622047243
"LCD",6.183721091,31.519685039370078
"LCD",6.193172894,64.5259842519685
"LCD",6.194424149,69.51574803149606
"LCD",6.217551958,41.494488188976376
"LCD",6.233877748,42.5011811023622
"LCD",6.259273257,69.51299212598424
"LCD",6.27113389,31.517322834645668
"LCD",6.279721074,64.2251968503937
"LCD",6.279792652,69.5035433070866
"LCD",6.281916786,64.5259842519685
"LCD",6.285522783,74.54330708661418
"LCD",6.292298502,54.64488188976378
"LCD",6.293361671,54.63897637795275
"LCD",6.309656677,24.499212598425196
"LCD",6.310901498,54.63897637795275
"LCD",6.316416078,54.492913385826775
"LCD",6.330835825,31.57086614173228
"LCD",6.367605973,69.50196850393701
"LCD",6.373515247,69.5244094488189
"LCD",6.384019498,74.54330708661418
"LCD",6.390289907,60.10354330708662
"LCD",6.404224338,41.50472440944882
"LCD",6.411822117,64.5259842519685
"LCD",6.414531262,60.01732283464566
"LCD",6.414919023,57.49566929133858
"LCD",6.49018221,54.63897637795275
"LCD",6.521251372,31.32992125984252
"LCD",6.523778741,49.5003937007874
"LCD",6.642364202,69.5244094488189
"LCD",6.659234751,39.49015748031496
"LCD",6.681981903,64.50905511811024
"LCD",6.698258847,31.517322834645668
"LCD",6.708438263,49.51732283464567
"LCD",6.749526907,31.512992125984255
"LCD",6.944905545,39.5007874015748
"LCD",7.083140075,74.54330708661418
"LCD",7.13150974,23.518110236220473
"LCD",7.535523401,27.024409448818897
"LCD",8.250935841,39.50905511811023
"LCD (LED)",1.009682692,64.52637795275591
"LCD (LED)",1.037273982,64.4996062992126
"LCD (LED)",1.069303351,64.52637795275591
"LCD (LED)",1.092845485,54.63897637795275
"LCD (LED)",1.144800389,74.52992125984252
"LCD (LED)",1.155999311,74.54251968503937
"LCD (LED)",1.199221871,64.4996062992126
