"Screen_Tech","Avg_mode_power"
"LCD (LED)",174.7
"LCD (LED)",175
"LCD (LED)",175.06
"LCD (LED)",175.2
"LCD (LED)",175.3
"LCD (LED)",175.4
"LCD (LED)",175.6
"LCD (LED)",175.9
"LCD (LED)",176
"LCD (LED)",176.1
"LCD (LED)",177.17
"LCD (LED)",177.41
"LCD (LED)",177.89
"LCD (LED)",178
"LCD (LED)",179.2
"LCD (LED)",179.5
"LCD (LED)",180
"LCD (LED)",180.5
"LCD (LED)",180.8
"LCD (LED)",181
"LCD (LED)",181.1
"LCD (LED)",181.25
"LCD (LED)",181.9
"LCD (LED)",182
"LCD (LED)",182.3
"LCD (LED)",182.7
"LCD (LED)",183
"LCD (LED)",184
"LCD (LED)",186
"LCD (LED)",186.3
"LCD (LED)",186.38
"LCD (LED)",186.5
"LCD (LED)",187
"LCD (LED)",187.1
"LCD (LED)",187.3
"LCD (LED)",187.9
"LCD (LED)",189
"LCD (LED)",189.3
"LCD (LED)",189.93
"LCD (LED)",190
"LCD (LED)",190.2
"LCD (LED)",191
"LCD (LED)",191.2
"LCD (LED)",191.3
"LCD (LED)",191.4
"LCD (LED)",191.41
"LCD (LED)",192
"LCD (LED)",193.1
"LCD (LED)",193.3
"LCD (LED)",194
"LCD (LED)",194.11
"LCD (LED)",195
"LCD (LED)",195.4
"LCD (LED)",195.5
"LCD (LED)",196
"LCD (LED)",196.41
"LCD (LED)",197.27
"LCD (LED)",197.4
"LCD (LED)",198
"LCD (LED)",198.1
"LCD (LED)",199
"LCD (LED)",199.04
"LCD (LED)",199.69
"LCD (LED)",200
"LCD (LED)",200.3
"LCD (LED)",200.76
"LCD (LED)",201
"LCD (LED)",201.04
"LCD (LED)",201.6
"LCD (LED)",202
"LCD (LED)",202.84
"LCD (LED)",203
"LCD (LED)",203.37
"LCD (LED)",203.5
"LCD (LED)",204
"LCD (LED)",204.42
"LCD (LED)",204.59
"LCD (LED)",205
"LCD (LED)",206
"LCD (LED)",208.1
"LCD (LED)",208.3
"LCD (LED)",208.5
"LCD (LED)",208.8
"LCD (LED)",211
"LCD (LED)",212
"LCD (LED)",212.4
"LCD (LED)",213
"LCD (LED)",214
"LCD (LED)",214.5
"LCD (LED)",214.72
"LCD (LED)",214.8
"LCD (LED)",214.94
"LCD (LED)",215
"LCD (LED)",216
"LCD (LED)",216.3
"LCD (LED)",216.9
"LCD (LED)",217
"LCD (LED)",217.19
"LCD (LED)",220
"LCD (LED)",222.34
"LCD (LED)",223
"LCD (LED)",223.7
"LCD (LED)",224.4
"LCD (LED)",225
"LCD (LED)",225.8
"LCD (LED)",226
"LCD (LED)",226.38
"LCD (LED)",227.42
"LCD (LED)",227.9
"LCD (LED)",228.29
"LCD (LED)",229.8
"LCD (LED)",230.268
"LCD (LED)",231
"LCD (LED)",232
"LCD (LED)",235.8
"LCD (LED)",236.68
"LCD (LED)",237
"LCD (LED)",237.1
"LCD (LED)",237.4
"LCD (LED)",237.5
"LCD (LED)",237.7
"LCD (LED)",238.4
"LCD (LED)",238.44
"LCD (LED)",238.7
"LCD (LED)",239.2
"LCD (LED)",239.8
"LCD (LED)",240.73
"LCD (LED)",241
"LCD (LED)",241.58
"LCD (LED)",242
"LCD (LED)",242.5
"LCD (LED)",243.11
"LCD (LED)",245
"LCD (LED)",245.5
"LCD (LED)",247
"LCD (LED)",248
"LCD (LED)",248.3
"LCD (LED)",248.33
"LCD (LED)",248.6
"LCD (LED)",248.9
"LCD (LED)",250
"LCD (LED)",250.7
"LCD (LED)",252.1
"LCD (LED)",254.9
"LCD (LED)",256
"LCD (LED)",256.4
"LCD (LED)",256.93
"LCD (LED)",258
"LCD (LED)",259
"LCD (LED)",259.29
"LCD (LED)",260
"LCD (LED)",260.1
"LCD (LED)",260.42
"LCD (LED)",262
"LCD (LED)",262.49
"LCD (LED)",263
"LCD (LED)",264.81
"LCD (LED)",266
"LCD (LED)",267
"LCD (LED)",268.08
"LCD (LED)",269
"LCD (LED)",270
"LCD (LED)",270.3
"LCD (LED)",271
"LCD (LED)",272.5
"LCD (LED)",273
"LCD (LED)",278.5
"LCD (LED)",280
"LCD (LED)",280.55
"LCD (LED)",280.7
"LCD (LED)",281
"LCD (LED)",282
"LCD (LED)",284.19
"LCD (LED)",285
"LCD (LED)",286
"LCD (LED)",287.2
"LCD (LED)",289
"LCD (LED)",292
"LCD (LED)",292.93
"LCD (LED)",293
"LCD (LED)",294
"LCD (LED)",295.9
"LCD (LED)",297
"LCD (LED)",297.5
"LCD (LED)",298.5
"LCD (LED)",299.4
"LCD (LED)",303
"LCD (LED)",303.84
"LCD (LED)",304
"LCD (LED)",305.2
"LCD (LED)",306
"LCD (LED)",306.7
"LCD (LED)",308
"LCD (LED)",310
"LCD (LED)",313.1
"LCD (LED)",320
"LCD (LED)",321.3
"LCD (LED)",322
"LCD (LED)",323
"LCD (LED)",328
"LCD (LED)",330
"LCD (LED)",332
"LCD (LED)",336
"LCD (LED)",337
"LCD (LED)",338
"LCD (LED)",339
"LCD (LED)",340
"LCD (LED)",350
"LCD (LED)",354.9
"LCD (LED)",356.4
"LCD (LED)",358
"LCD (LED)",360
"LCD (LED)",373
"LCD (LED)",379.07
"LCD (LED)",389
"LCD (LED)",395
"LCD (LED)",396
"LCD (LED)",408.9
"LCD (LED)",412
"LCD (LED)",428
"LCD (LED)",438
"LCD (LED)",439
"LCD (LED)",440
"LCD (LED)",440.5
"LCD (LED)",464
"LCD (LED)",600
"OLED",52
"OLED",58
"OLED",60
"OLED",61
"OLED",62
"OLED",63
"OLED",64.6
"OLED",65
"OLED",68
"OLED",70
"OLED",73
"OLED",74
"OLED",74.4
"OLED",74.74
"OLED",75
"OLED",75.48
"OLED",76
"OLED",76.5
"OLED",77
"OLED",78
"OLED",78.58
"OLED",79
"OLED",80.3
"OLED",83.4
"OLED",84
"OLED",85
"OLED",86
"OLED",87
"OLED",88
"OLED",88.3
"OLED",90.1
"OLED",91.6
"OLED",92
"OLED",92.33
"OLED",95
"OLED",95.8
"OLED",96
"OLED",96.5
"OLED",97
"OLED",98
"OLED",99
"OLED",99.5
"OLED",100
"OLED",101
"OLED",101.9
"OLED",102
"OLED",102.9
"OLED",103
"OLED",103.3
"OLED",103.6
"OLED",103.7
"OLED",106
"OLED",107
"OLED",107.8
"OLED",108.3
"OLED",109
"OLED",112
"OLED",112.7
"OLED",113.4
"OLED",114
"OLED",114.8
"OLED",115
"OLED",117.9
"OLED",121
"OLED",121.1
"OLED",122
"OLED",122.1
"OLED",122.5
"OLED",124
"OLED",125
"OLED",126
"OLED",131.1
"OLED",132
"OLED",133
"OLED",135
"OLED",136
"OLED",136.8
"OLED",139.4
"OLED",140
"OLED",143
"OLED",145
"OLED",146
"OLED",147
"OLED",147.7
"OLED",151
"OLED",152
"OLED",152.2
"OLED",153
"OLED",154
"OLED",156
"OLED",158
"OLED",163
"OLED",169.7
"OLED",170
"OLED",172
"OLED",178
"OLED",179
"OLED",181
"OLED",182
"OLED",183
"OLED",187
"OLED",188.5
"OLED",189
"OLED",193
"OLED",195
"OLED",196
"OLED",200
"OLED",205.62
"OLED",207
"OLED",212
"OLED",214
"OLED",216
"OLED",217
"OLED",219
"OLED",220
"OLED",228
"OLED",238
"OLED",242
"OLED",244
"OLED",251.06
"OLED",253
"OLED",258
"OLED",262
"OLED",320
"OLED",349
"OLED",446.3
