"Avg_mode_power","screensize (inch)"
59.7,49.49803149606299
59.75,39.50196850393701
59.84,49.5003937007874
59.9,49.463779527559055
59.91,42.5015748031496
59.97,54.63897637795275
60,41.54330708661417
60.2,49.463779527559055
60.48,49.49803149606299
60.564,49.5003937007874
60.62,54.64488188976378
60.73,49.249212598425196
60.78,54.33661417322834
60.9,54.61062992125985
61,47.505511811023624
61.1,49.5003937007874
61.2,54.63897637795275
61.3,49.49803149606299
61.38,54.64488188976378
61.524,49.5003937007874
61.76,49.5003937007874
61.9,60.10354330708662
62,42.514566929133856
62,47.52795275590551
62,54.63897637795275
62.33,49.50433070866141
62.358,54.64488188976378
62.5,54.63897637795275
63,41.54330708661417
63,42.514566929133856
63.12,42.5
63.2,42.5
63.29,54.63897637795275
63.45,42.51417322834646
63.7,54.63897637795275
63.89,54.63897637795275
63.9,54.63897637795275
63.94,54.63897637795275
64,42.50236220472441
64,42.514566929133856
64.01,49.50433070866141
64.06,39.96456692913386
64.17,49.47874015748032
64.3,54.61062992125985
64.3,54.63897637795275
64.6,49.5003937007874
64.6,54.63897637795275
64.71,54.61062992125985
64.71,64.52637795275591
64.97,42.51417322834646
65,41.54330708661417
65,42.46574803149606
65,42.5
65,42.514566929133856
65,64.52637795275591
65.21,57.50708661417323
65.43,54.63897637795275
65.5236,54.63897637795275
65.8,42.5
65.9,42.514566929133856
65.9,54.63897637795275
66,42.51417322834646
66,42.514566929133856
66,49.4988188976378
66.16,49.5003937007874
66.2,49.5003937007874
66.3,42.514566929133856
66.4,49.53228346456693
66.42,64.3732283464567
66.49,45.98779527559055
66.6,49.49803149606299
66.62,49.49803149606299
66.8,49.49803149606299
67,41.54330708661417
67,42.514566929133856
67,64.52637795275591
67.434,54.63897637795275
67.5,54.63897637795275
67.65,49.5003937007874
67.75,49.5003937007874
67.76,49.5003937007874
67.9,54.63897637795275
68,41.54763779527559
68,42.514566929133856
68,49.463779527559055
68,49.4988188976378
68,54.63897637795275
68.12,54.63897637795275
68.2,39.5007874015748
68.2,60.10354330708662
68.4,49.463779527559055
