"Avg_mode_power","screensize (inch)"
127.86,54.61456692913386
128,49.49803149606299
128.1,64.4996062992126
128.4,64.52637795275591
128.56,64.5259842519685
128.8,60.10354330708662
128.89,74.54330708661418
128.9,69.50314960629922
128.9,74.52992125984252
129,64.52637795275591
129.1,54.64488188976378
129.15,64.5259842519685
129.3,54.63897637795275
129.47,64.5259842519685
129.6,64.51889763779526
129.8,64.52637795275591
129.96,64.52283464566929
130,64.52637795275591
130,74.51771653543307
130,74.54251968503937
130.03,64.50393700787401
130.146,74.54330708661418
130.5,74.54330708661418
130.692,74.54330708661418
130.7,54.64488188976378
130.8,74.52992125984252
131,64.52637795275591
131.1,76.64448818897637
131.3,54.587007874015754
131.3,64.43110236220473
131.33,74.51732283464567
132,54.61062992125985
132,64.50905511811024
132,64.52637795275591
132,85.60039370078741
132.27,64.5259842519685
132.4,64.55314960629921
132.81,64.5259842519685
133,64.50905511811024
133,74.52992125984252
133.21,74.54330708661418
133.54,74.54330708661418
133.75,64.5259842519685
133.76,74.54330708661418
133.926,54.64488188976378
134,64.52637795275591
134,74.51771653543307
134,74.54251968503937
134.33,64.5259842519685
134.4,64.48464566929134
134.4,64.4996062992126
134.5602,74.54330708661418
134.6,74.52992125984252
134.93,64.5259842519685
135,64.51889763779526
135,69.48700787401576
135,76.66850393700787
135.48,69.50984251968504
135.9,69.50275590551182
135.9,74.54330708661418
136,54.63897637795275
136,64.51889763779526
136,64.52637795275591
136,74.54251968503937
136.1,54.63897637795275
136.1,65.16259842519685
136.1,74.54330708661418
136.3,69.5035433070866
136.6,54.64488188976378
136.6,64.5259842519685
136.6,74.54330708661418
136.8,76.66850393700787
136.9,74.51771653543307
137,54.61062992125985
137,60.10354330708662
137,64.52637795275591
137,74.51771653543307
137,74.54251968503937
137.1,74.52992125984252
137.2,74.54251968503937
137.3,64.5259842519685
137.3,74.54330708661418
137.7,64.5259842519685
137.7,74.52992125984252
137.97,64.5259842519685
138,49.4988188976378
138,60.10354330708662
138,64.4996062992126
138,66.59527559055117
138,74.53700787401576
138,76.66850393700787
138,85.60039370078741
138.82,69.50314960629922
139,74.54251968503937
139.4,64.66496062992125
139.5,54.61062992125985
139.54,69.51417322834645
139.61,69.50314960629922
139.758,64.5259842519685
140,54.63897637795275
140,64.50905511811024
140,64.51889763779526
140,64.5259842519685
140,64.52637795275591
140,74.51771653543307
140,74.5279527559055
140,74.52992125984252
140,74.54251968503937
140,76.66850393700787
140.1,69.51338582677165
140.3,54.64488188976378
140.4,74.54251968503937
140.56,64.5259842519685
140.89,69.51299212598424
141,64.52637795275591
141.1,69.5035433070866
141.108,64.5259842519685
142,54.63897637795275
142,64.52637795275591
142,84.56023622047243
142.1,69.50314960629922
142.18,74.54330708661418
142.4,64.52637795275591
142.43,69.50314960629922
143,74.52992125984252
143,74.54251968503937
143,76.66811023622047
143,76.66850393700787
143,84.56023622047243
143.1,69.50314960629922
143.5,54.63897637795275
143.6,64.51889763779526
143.6,84.54094488188977
143.6,84.56023622047243
143.934,64.5259842519685
144,64.52637795275591
144,74.54251968503937
144.1,74.52992125984252
144.2,69.5035433070866
144.3,64.51889763779526
144.5,64.5259842519685
144.6,64.51889763779526
144.63,74.54330708661418
145,64.52637795275591
145,84.56023622047243
145.2,69.50314960629922
145.4,74.52992125984252
145.91,74.54330708661418
146,64.50905511811024
146,64.52637795275591
146,74.52992125984252
146,84.56023622047243
146.3,69.51417322834645
147,64.52637795275591
147,74.51771653543307
147.1,64.51889763779526
147.1,69.50314960629922
147.21,64.51889763779526
147.3,74.54251968503937
147.44,64.5259842519685
147.6,64.51889763779526
147.7,76.83976377952756
148,54.61062992125985
148,54.63897637795275
148,54.64488188976378
148,64.52637795275591
148,85.60748031496064
148.05,64.56811023622046
148.2,84.56023622047243
148.6,97.48188976377953
148.69,74.51732283464567
149.2,64.51889763779526
149.34,69.51574803149606
149.6,64.4996062992126
149.6,69.49921259842519
149.8,64.51889763779526
150,64.52637795275591
150,74.51771653543307
150.59,84.56023622047243
150.64,64.52007874015747
150.64,64.5259842519685
150.7,64.51889763779526
151,74.54251968503937
151,82.51377952755905
151.11,64.5259842519685
151.23,64.5259842519685
151.8,64.5259842519685
152,64.52637795275591
152,76.66850393700787
152.07,64.5259842519685
152.2,76.66377952755906
152.2,84.56023622047243
152.8,74.54251968503937
153,64.52637795275591
153,69.51338582677165
153,74.51771653543307
153,74.54251968503937
153,76.66850393700787
153.1,74.52992125984252
153.11,69.5035433070866
153.24,74.54330708661418
154,64.52637795275591
154,74.54055118110236
154,74.63740157480315
154,76.66811023622047
154,76.66850393700787
154,85.6011811023622
154.03,74.54330708661418
154.08,64.52637795275591
154.23,74.54330708661418
154.51,84.56023622047243
154.66,74.51732283464567
155,64.52637795275591
155,74.52992125984252
155,85.60039370078741
155.84,84.56023622047243
156,64.4996062992126
156,64.5259842519685
156,64.52637795275591
156,74.54251968503937
156,76.66850393700787
156,85.6011811023622
156.29,74.54330708661418
156.42,64.4996062992126
157,74.54251968503937
157.044,64.55314960629921
157.32,64.4996062992126
157.4,64.5259842519685
157.47,74.54330708661418
157.82,69.61220472440945
158,54.63897637795275
158,64.4996062992126
158,64.52637795275591
158,74.51771653543307
158,74.54251968503937
158,74.54330708661418
158,76.66850393700787
158.28,64.61771653543306
158.9,64.51889763779526
159,84.56023622047243
159.1,64.5259842519685
159.1,84.56023622047243
159.15,74.54330708661418
159.3,74.52992125984252
159.55,64.5259842519685
159.6,74.52992125984252
159.72,54.64488188976378
160,64.51889763779526
160,69.49015748031496
160,69.89685039370079
160,74.51771653543307
160.3,74.54251968503937
160.49,74.52992125984252
160.5,74.54330708661418
160.8,84.56023622047243
161,69.50314960629922
161.33,74.54330708661418
161.454,69.5035433070866
161.64,74.51732283464567
162,54.63897637795275
162,74.51732283464567
162,74.51771653543307
162.1,74.54330708661418
162.79,64.5259842519685
163,74.54251968503937
163,76.66850393700787
163.1,74.54330708661418
163.7,84.56023622047243
164,64.52637795275591
164,84.56023622047243
164,97.48188976377953
165,74.51771653543307
165,74.52992125984252
165,74.54251968503937
165.5,74.52992125984252
165.6,97.48188976377953
165.8,74.54488188976377
166,74.54251968503937
167,74.54251968503937
167.08,74.51732283464567
167.13,84.56023622047243
167.26,69.50314960629922
168,54.63897637795275
168,64.5259842519685
168.2,81.56811023622046
168.3,54.63897637795275
168.67,64.5259842519685
169,74.51771653543307
169.26,74.51771653543307
169.46,74.54330708661418
169.7,76.66377952755906
169.86,74.51732283464567
169.97,85.60039370078741
170,76.65826771653543
170.6,81.58149606299213
171,74.51771653543307
171,74.52992125984252
171,74.54330708661418
171.2,64.4996062992126
171.7,69.50314960629922
171.81,84.56023622047243
171.9,64.51889763779526
172,64.5259842519685
172,74.51771653543307
172,84.56023622047243
172.02,84.56023622047243
172.1,74.52992125984252
172.13,84.56023622047243
173,54.63897637795275
173,64.51889763779526
173,74.54251968503937
173,84.56023622047243
173.3,74.54330708661418
174,76.66850393700787
174.22,74.51732283464567
174.4,84.56023622047243
174.7,74.52992125984252
175,76.66850393700787
175.06,84.56023622047243
175.2,84.56023622047243
175.3,64.4996062992126
175.4,74.54488188976377
175.6,74.51771653543307
175.6,74.54488188976377
175.9,64.5259842519685
176,84.56023622047243
176.1,64.4996062992126
177.17,74.54330708661418
177.41,84.56023622047243
177.89,84.56023622047243
178,69.5220472440945
178,74.54251968503937
178,76.66850393700787
178,76.84133858267717
178,84.56023622047243
179,82.51377952755905
179.2,74.52992125984252
179.5,64.51889763779526
180,64.52637795275591
180,74.51771653543307
180,74.54330708661418
180.5,84.56023622047243
180.8,64.5259842519685
181,74.51771653543307
181,74.54251968503937
181,82.51377952755905
181.1,74.52992125984252
181.25,74.54330708661418
181.9,85.60039370078741
182,74.52992125984252
182,76.66850393700787
182.3,69.50275590551182
182.3,69.51574803149606
182.7,64.4996062992126
183,74.54251968503937
183,76.65826771653543
184,85.60039370078741
186,74.54251968503937
186,82.51377952755905
186.3,74.54330708661418
186.38,84.56023622047243
186.5,84.56023622047243
187,74.52992125984252
187,76.65826771653543
187,84.56023622047243
187,85.60039370078741
187.1,74.54330708661418
187.3,76.66377952755906
187.9,74.52992125984252
188.5,78.16771653543307
188.97,74.51417322834645
189,74.54251968503937
189,82.51377952755905
189.3,74.3992125984252
189.9,69.50314960629922
189.93,84.56023622047243
190,64.52637795275591
190,74.52992125984252
190,74.54251968503937
190.2,74.54330708661418
191,84.56023622047243
191.2,97.48188976377953
191.3,74.52992125984252
191.4,74.58346456692914
191.41,84.56023622047243
192,74.51771653543307
192,82.51377952755905
192,84.56023622047243
193,82.51377952755905
193.1,74.54330708661418
193.3,74.52992125984252
194,74.54251968503937
194.11,64.5259842519685
195,74.51732283464567
195,74.52992125984252
195,74.54251968503937
195,76.66850393700787
195,84.56023622047243
195.4,74.52992125984252
195.5,64.4996062992126
195.75,74.52992125984252
196,76.66850393700787
196,84.56023622047243
196.41,74.49409448818898
197.27,84.5259842519685
197.4,97.48188976377953
198,54.61062992125985
198,64.42677165354331
198,74.52992125984252
198,74.54251968503937
198,84.56023622047243
198,85.60039370078741
198.1,74.52992125984252
199,84.56023622047243
199.04,74.51732283464567
199.69,84.56023622047243
200,82.51377952755905
200,84.56023622047243
200.3,74.52992125984252
200.76,84.56023622047243
201,64.5259842519685
201,74.52992125984252
201.04,74.51732283464567
201.6,84.56023622047243
202,84.56023622047243
202.84,84.56023622047243
203,64.4996062992126
203,64.52637795275591
203,74.54251968503937
203.32,84.56023622047243
203.37,74.54330708661418
203.5,74.54330708661418
204,74.54251968503937
204.42,74.51417322834645
204.59,84.56023622047243
204.81,74.52992125984252
205,64.52637795275591
205.62,54.64488188976378
206,54.63897637795275
206,64.52637795275591
206,74.52992125984252
206,84.56023622047243
206,85.60039370078741
206,85.6011811023622
206.62,74.51732283464567
207,82.53385826771654
208.1,74.52992125984252
208.3,74.52992125984252
208.5,64.5259842519685
208.8,74.53543307086613
211,84.56023622047243
211.836,74.52992125984252
212,64.52637795275591
212,74.54251968503937
212,82.51377952755905
212,84.56023622047243
212,85.52755905511812
212,85.60039370078741
212.4,84.56023622047243
213,64.52637795275591
214,74.54251968503937
214,82.51377952755905
214.416,97.51771653543307
214.5,74.52992125984252
214.72,85.6011811023622
214.8,64.51889763779526
214.94,84.56023622047243
215,84.56023622047243
216,76.66850393700787
216,76.84133858267717
216,82.51377952755905
216,84.56023622047243
216.3,84.56023622047243
216.9,84.56023622047243
217,82.51338582677165
217,82.51377952755905
217.19,84.56023622047243
219,74.53582677165355
219,96.51377952755905
220,64.4996062992126
220,64.52637795275591
220,76.66850393700787
220,76.84133858267717
220,84.56023622047243
221,84.56023622047243
221.6,74.18267716535433
222.34,99.52125984251968
223,54.63897637795275
223,84.56023622047243
223.7,84.56023622047243
224.4,74.52992125984252
225,84.56023622047243
225.8,84.56023622047243
226,64.51889763779526
226,97.48188976377953
226.38,84.56023622047243
227.32,74.54330708661418
227.42,84.56023622047243
227.9,84.56023622047243
228,84.56023622047243
228,96.51377952755905
228.29,84.56023622047243
228.91,74.54330708661418
229.8,84.56023622047243
230.268,84.56023622047243
231,85.6011811023622
232,74.51771653543307
234.49,64.5488188976378
235.8,84.56023622047243
236.68,84.56023622047243
237,74.54251968503937
237.1,64.5259842519685
237.4,98.27007874015747
237.5,85.52755905511812
237.7,84.56023622047243
238,76.66850393700787
238.4,74.52992125984252
238.44,99.52125984251968
238.7,84.56023622047243
239.2,84.56023622047243
239.8,84.56023622047243
240.73,84.56023622047243
240.9,64.42677165354331
241,85.60039370078741
241.58,99.52125984251968
242,74.52992125984252
242,82.51377952755905
242,97.51496062992125
242.5,74.52992125984252
243.11,74.51732283464567
244,96.51377952755905
245,64.52637795275591
245,74.54251968503937
245,84.56023622047243
245.5,97.51771653543307
247,74.51771653543307
247,84.56023622047243
248,64.52637795275591
248,82.51377952755905
248,84.56023622047243
248.3,74.54330708661418
248.33,99.52125984251968
248.6,74.52992125984252
248.9,84.56023622047243
250,84.56023622047243
250,85.60039370078741
250,85.6011811023622
250.7,84.56023622047243
251.06,64.51614173228347
251.06,64.52637795275591
252.1,99.52125984251968
252.5,74.4763779527559
253,96.51377952755905
254.9,99.52125984251968
256,97.51850393700788
256.4,97.51614173228346
256.93,97.51771653543307
257.2,84.56023622047243
258,84.56023622047243
258,96.51377952755905
259,64.52637795275591
259,84.56023622047243
259.29,99.52125984251968
259.3,74.54330708661418
260,64.52637795275591
260,99.52125984251968
260.1,84.56023622047243
260.42,74.54330708661418
262,64.52637795275591
262,76.66850393700787
262.49,84.56023622047243
263,64.52637795275591
264.81,99.52125984251968
266,84.56023622047243
267,74.54251968503937
268.08,99.52125984251968
269,74.54251968503937
270,85.59881889763778
270.3,84.56023622047243
271,64.4996062992126
271,74.54251968503937
272.5,84.56023622047243
273,74.54251968503937
278.5,84.56023622047243
280,64.52637795275591
280,114.45629921259842
280.55,84.7751968503937
280.7,84.56023622047243
281,74.52992125984252
282,64.52637795275591
282,99.52125984251968
284.19,74.54330708661418
285,74.54251968503937
286,74.54251968503937
286,84.56023622047243
287.2,85.6011811023622
289,97.52047244094489
292,74.54251968503937
292,84.56023622047243
292.93,84.56023622047243
293,97.51496062992125
294,84.56023622047243
295.9,99.52362204724409
297,64.4996062992126
297.5,97.51614173228346
298.5,85.63700787401575
299.4,97.51614173228346
303,84.56023622047243
303.84,115.50078740157481
304,84.56023622047243
305.2,84.5027559055118
306,64.52637795275591
306,84.56023622047243
306.3,84.56023622047243
306.7,74.54330708661418
308,64.4996062992126
308,97.51614173228346
310,64.52637795275591
313.1,97.48188976377953
320,87.59606299212598
320,99.52125984251968
321.3,84.56023622047243
322,74.54251968503937
323,97.51614173228346
328,85.60039370078741
330,84.56023622047243
332,97.51496062992125
336,74.52992125984252
337,84.56023622047243
337,97.48188976377953
338,84.56023622047243
339,74.54251968503937
340,74.52992125984252
340,74.54251968503937
340.8,74.46141732283465
349,87.59291338582676
350,85.60039370078741
350,97.51771653543307
354.9,97.51771653543307
356.4,97.51614173228346
358,97.51496062992125
360,84.56023622047243
373,84.56023622047243
379.07,99.65984251968504
389,84.56023622047243
389,97.51496062992125
395,74.54251968503937
396,74.52992125984252
396,84.56023622047243
408.9,84.56023622047243
412,84.56023622047243
428,114.48188976377952
438,97.52047244094489
439,84.56023622047243
440,84.56023622047243
440.5,97.48188976377953
446.3,99.50826771653543
464,114.48188976377952
482.4,85.61968503937007
600,114.45629921259842
